Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001859,Male,Yes,0,Not Graduate,No,2609,3449.0,165.0,360.0,1.0,Urban,Y
LP002119,Male,Yes,1,Not Graduate,Yes,3399,1590.0,111.0,360.0,1.0,Urban,Y
LP002231,Female,No,0,Not Graduate,Yes,3400,0.0,71.0,360.0,1.0,Rural,Y
LP002226,Male,Yes,3+,Graduate,Yes,3036,0.0,113.0,360.0,1.0,Semiurban,N
LP002789,Male,Yes,1,Graduate,Yes,3333,3250.0,173.0,360.0,1.0,Urban,Y
LP001751,Male,Yes,3+,Not Graduate,No,4735,0.0,73.0,360.0,1.0,Rural,N
LP002489,Male,No,0,Graduate,Yes,6000,0.0,130.0,360.0,,Rural,Y
LP001387,Female,No,0,Graduate,Yes,3846,0.0,76.0,,1.0,Semiurban,Y
LP001825,Male,Yes,1,Not Graduate,Yes,2661,7101.0,200.0,180.0,1.0,Semiurban,Y
LP002478,Male,Yes,,Graduate,Yes,5667,1733.0,175.0,,0.0,Urban,N
LP002305,Male,No,3+,Graduate,Yes,4384,0.0,166.0,360.0,1.0,Urban,Y
LP002868,Male,Yes,2,Graduate,Yes,3159,2330.0,144.0,360.0,1.0,Urban,Y
LP002175,Male,Yes,1,Graduate,Yes,3417,1508.0,145.0,360.0,1.0,Urban,Y
LP001478,Male,Yes,0,Graduate,Yes,5568,0.0,44.0,180.0,1.0,Rural,Y
LP001008,Male,No,3+,Graduate,Yes,3083,2791.0,158.0,360.0,1.0,Rural,Y
LP002684,Male,No,0,Not Graduate,Yes,6783,0.0,140.0,360.0,1.0,Rural,N
LP001546,Male,Yes,0,Not Graduate,No,5703,0.0,125.0,360.0,1.0,Semiurban,Y
LP002180,Male,No,0,Not Graduate,Yes,3691,0.0,110.0,360.0,1.0,Semiurban,Y
LP001106,Male,Yes,0,Not Graduate,Yes,2600,1911.0,104.0,360.0,1.0,Urban,Y
LP001647,Male,Yes,0,Graduate,Yes,4600,5625.0,480.0,360.0,1.0,Semiurban,Y
LP002408,Male,No,0,Graduate,Yes,6500,0.0,105.0,360.0,1.0,Urban,Y
LP001508,Male,Yes,2,Graduate,Yes,11757,0.0,187.0,180.0,1.0,Urban,Y
LP001882,Female,No,0,Graduate,,3418,0.0,122.0,360.0,1.0,Rural,Y
LP001267,Female,No,0,Graduate,Yes,2400,1459.0,96.0,,1.0,Rural,Y
LP001640,Female,Yes,0,Not Graduate,Yes,1928,1644.0,100.0,360.0,1.0,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,Yes,4288,663.0,133.0,180.0,0.0,Rural,N
LP002560,Male,Yes,2,Graduate,Yes,8333,0.0,246.0,360.0,1.0,Semiurban,Y
LP002493,Female,No,0,Graduate,No,3463,1717.0,109.0,360.0,1.0,Semiurban,Y
LP001006,Male,No,3+,Graduate,Yes,12500,0.0,242.0,360.0,0.0,Rural,N
LP002868,Male,No,0,Graduate,Yes,3229,2917.0,161.0,360.0,1.0,Urban,Y
LP002556,Male,Yes,0,Graduate,Yes,3015,2188.0,135.0,360.0,1.0,Urban,Y
LP002898,Male,Yes,1,Graduate,Yes,4283,3000.0,172.0,84.0,,Rural,Y
LP002446,Male,Yes,2,Graduate,Yes,3340,484.0,108.0,360.0,0.0,Rural,N
LP002940,Male,Yes,1,Graduate,Yes,1782,1917.0,115.0,360.0,1.0,Rural,Y
LP001401,Male,Yes,1,Graduate,No,10513,0.0,155.0,360.0,1.0,Urban,N
LP002501,Male,No,0,Graduate,Yes,6000,3666.0,324.0,480.0,1.0,Semiurban,N
LP002984,Male,Yes,1,Graduate,Yes,1782,1917.0,88.0,360.0,1.0,Urban,Y
LP002917,Male,No,0,Graduate,Yes,1836,0.0,63.0,480.0,1.0,Rural,Y
LP001871,Female,No,0,Graduate,No,3463,1717.0,110.0,360.0,1.0,Urban,Y
LP002743,Female,No,0,Graduate,Yes,2138,0.0,99.0,360.0,1.0,Rural,Y
LP002435,Male,Yes,2,Not Graduate,Yes,4652,0.0,100.0,180.0,1.0,Semiurban,Y
LP002223,Male,No,0,Graduate,Yes,2935,2405.0,136.0,360.0,1.0,Semiurban,Y
LP002893,Male,Yes,2,Graduate,Yes,6700,0.0,246.0,360.0,0.0,Semiurban,N
LP002821,Female,Yes,0,Not Graduate,No,18165,1000.0,600.0,360.0,,Semiurban,N
LP001259,Male,Yes,,Graduate,No,39147,2250.0,152.0,360.0,1.0,Semiurban,Y
LP001585,Male,Yes,0,Graduate,Yes,2383,2138.0,0.0,360.0,1.0,Semiurban,Y
LP002652,Male,Yes,3+,Not Graduate,Yes,3095,0.0,113.0,360.0,,Semiurban,Y
LP001487,Male,Yes,0,Graduate,No,16120,2250.0,110.0,360.0,1.0,Rural,Y
LP001206,Male,No,0,Graduate,Yes,4950,0.0,136.0,360.0,1.0,Urban,Y
LP001028,Male,Yes,0,Not Graduate,Yes,2583,2358.0,0.0,360.0,1.0,Urban,Y
LP002731,Male,No,0,Not Graduate,Yes,2679,1451.0,107.0,360.0,1.0,Semiurban,Y
LP002659,Male,No,0,Graduate,Yes,5815,3666.0,184.0,360.0,1.0,Urban,Y
LP002255,Male,No,3+,Not Graduate,Yes,3173,0.0,113.0,360.0,1.0,Semiurban,Y
LP001698,Male,No,0,Not Graduate,Yes,3975,0.0,,360.0,0.0,Rural,N
LP002357,Male,Yes,1,Graduate,No,5500,1210.0,187.0,,1.0,Rural,Y
LP002300,Male,No,0,Not Graduate,Yes,2717,1666.0,95.0,300.0,0.0,Rural,N
LP002002,Female,No,3+,Not Graduate,,1830,0.0,,360.0,1.0,Urban,N
LP002364,Male,No,0,Graduate,Yes,3660,5064.0,187.0,360.0,1.0,Semiurban,Y
LP001248,Male,Yes,0,Graduate,Yes,3208,3066.0,128.0,360.0,1.0,Rural,Y
LP001319,Male,Yes,2,Not Graduate,Yes,7667,1131.0,180.0,360.0,,Semiurban,Y
LP002455,Male,No,0,Not Graduate,No,2769,1666.0,190.0,360.0,1.0,Rural,Y
LP002158,Female,Yes,0,Not Graduate,Yes,3017,1666.0,84.0,360.0,1.0,Semiurban,Y
LP002447,Male,Yes,0,Graduate,,63337,0.0,490.0,360.0,1.0,Semiurban,Y
LP001917,Female,No,0,Graduate,Yes,1811,0.0,30.0,360.0,1.0,Rural,N
LP001682,Male,No,0,Graduate,Yes,2237,0.0,75.0,360.0,0.0,Rural,N
LP001327,Male,No,0,Graduate,Yes,4843,0.0,48.0,300.0,0.0,Urban,Y
LP001157,Female,No,0,Graduate,Yes,4230,0.0,112.0,360.0,1.0,Semiurban,N
LP001206,Male,Yes,0,Not Graduate,Yes,2333,1742.0,102.0,360.0,1.0,Urban,Y
LP002151,Male,Yes,1,Graduate,Yes,3875,0.0,96.0,84.0,1.0,Semiurban,Y
LP001900,Male,Yes,0,Graduate,Yes,2620,1300.0,80.0,360.0,1.0,Semiurban,Y
LP001953,Male,Yes,1,Graduate,,4166,1250.0,158.0,360.0,,Rural,Y
LP002684,Male,No,0,Graduate,Yes,4680,2087.0,185.0,360.0,1.0,Rural,Y
LP002144,Female,Yes,0,Not Graduate,Yes,3017,2168.0,136.0,360.0,1.0,Semiurban,Y
LP002472,Male,No,2,Graduate,Yes,9167,0.0,225.0,360.0,1.0,Semiurban,Y
LP001116,Male,No,0,Graduate,Yes,3500,0.0,81.0,360.0,1.0,Semiurban,Y
LP002098,Female,Yes,0,Graduate,Yes,4333,2569.0,110.0,360.0,0.0,Semiurban,N
LP001047,Male,Yes,0,Graduate,No,2577,0.0,25.0,120.0,1.0,Semiurban,Y
LP002197,Male,Yes,0,Graduate,Yes,4817,0.0,100.0,,1.0,Semiurban,Y
LP002390,Male,Yes,0,Graduate,Yes,14880,0.0,96.0,360.0,1.0,Semiurban,Y
LP002692,Male,Yes,2,Graduate,No,16525,0.0,500.0,360.0,1.0,Rural,Y
LP002332,Male,Yes,0,Not Graduate,Yes,2253,2400.0,111.0,360.0,0.0,Rural,N
LP002188,Male,No,0,Graduate,Yes,4917,0.0,130.0,360.0,0.0,Rural,Y
LP001253,Male,Yes,3+,Graduate,Yes,3466,0.0,74.0,360.0,0.0,Semiurban,N
LP001264,Male,Yes,0,Graduate,Yes,6000,3583.0,296.0,360.0,1.0,Semiurban,Y
LP001222,Female,No,0,Graduate,Yes,3410,2275.0,139.0,360.0,1.0,Semiurban,Y
LP002128,Male,No,0,Not Graduate,Yes,3691,0.0,80.0,360.0,1.0,Rural,Y
LP002489,Male,Yes,1,Graduate,Yes,18333,0.0,500.0,360.0,1.0,Rural,N
LP002643,Male,Yes,2,Graduate,Yes,6250,5654.0,188.0,180.0,1.0,Semiurban,Y
LP001519,Female,No,0,Graduate,Yes,4583,1666.0,160.0,360.0,1.0,Rural,N
LP001682,Male,Yes,1,Graduate,Yes,4009,1717.0,116.0,360.0,1.0,Semiurban,Y
LP001263,Male,No,0,Graduate,Yes,4895,0.0,102.0,360.0,1.0,Semiurban,Y
LP002315,Male,No,1,Not Graduate,Yes,2755,1542.0,190.0,360.0,1.0,Rural,Y
LP002505,Male,Yes,1,Not Graduate,Yes,2492,1255.0,100.0,360.0,1.0,Urban,Y
LP002706,Male,No,1,Graduate,Yes,11250,0.0,225.0,360.0,1.0,Semiurban,Y
LP002494,Female,No,0,Graduate,No,7451,0.0,130.0,360.0,,Rural,Y
LP002807,Male,Yes,0,Graduate,Yes,2768,1843.0,115.0,360.0,1.0,Semiurban,Y
LP001610,Male,No,0,Graduate,No,16250,0.0,192.0,360.0,1.0,Rural,N
LP001473,Male,No,0,Graduate,Yes,3865,1640.0,110.0,360.0,0.0,Rural,Y
LP002407,Male,Yes,,Graduate,No,5500,2160.0,100.0,,1.0,Semiurban,Y
LP002714,Male,No,0,Graduate,Yes,2500,0.0,71.0,360.0,1.0,Semiurban,Y
LP001708,Female,Yes,0,Graduate,Yes,10000,0.0,188.0,360.0,1.0,Rural,N
LP002181,Male,No,0,Not Graduate,Yes,3358,0.0,110.0,360.0,1.0,Rural,Y
LP002912,Male,Yes,2,Not Graduate,Yes,3273,1411.0,94.0,360.0,1.0,Semiurban,Y
LP002618,Male,Yes,2,Not Graduate,No,6383,736.0,210.0,360.0,,Semiurban,N
LP002288,Male,Yes,0,Graduate,Yes,7333,1459.0,110.0,360.0,0.0,Rural,N
LP001699,Female,No,0,Graduate,Yes,3416,2541.0,132.0,360.0,1.0,Rural,Y
LP002964,Male,Yes,2,Not Graduate,No,3333,1000.0,105.0,360.0,,Rural,N
LP001585,Male,No,0,Graduate,,2980,0.0,42.0,360.0,0.0,Rural,N
LP001825,Male,Yes,1,Not Graduate,Yes,2510,1983.0,116.0,180.0,1.0,Semiurban,Y
LP002082,Male,No,0,Graduate,Yes,2526,0.0,55.0,360.0,1.0,Urban,Y
LP002288,Female,No,0,Graduate,Yes,4547,0.0,116.0,360.0,1.0,Semiurban,Y
LP001768,Male,No,0,Not Graduate,Yes,1800,0.0,35.0,360.0,0.0,Urban,N
LP001387,Female,No,0,Graduate,Yes,3846,0.0,71.0,360.0,0.0,Urban,N
LP001953,Female,No,,Graduate,Yes,3813,2541.0,120.0,480.0,1.0,Rural,N
LP001910,Male,No,0,Graduate,No,6400,0.0,175.0,360.0,1.0,Urban,Y
LP002544,Male,Yes,2,Graduate,Yes,4865,0.0,130.0,84.0,,Semiurban,N
LP002983,Male,Yes,3+,Graduate,No,5677,0.0,130.0,360.0,1.0,Rural,N
LP001865,Male,Yes,2,Graduate,Yes,6083,1560.0,187.0,360.0,1.0,Semiurban,Y
LP002272,Male,Yes,2,Graduate,Yes,3276,1710.0,190.0,360.0,1.0,Urban,Y
LP001006,Male,No,3+,Graduate,Yes,12500,0.0,320.0,360.0,0.0,Rural,N
LP002387,Male,No,0,Graduate,No,7085,0.0,84.0,360.0,1.0,Urban,Y
LP001255,Male,No,0,Not Graduate,Yes,2000,2598.0,120.0,360.0,1.0,Urban,Y
LP002527,Male,Yes,2,Graduate,No,7948,3500.0,180.0,180.0,1.0,Semiurban,Y
LP001585,Male,Yes,0,Graduate,Yes,5708,0.0,125.0,180.0,1.0,Semiurban,Y
LP002489,Female,Yes,1,Graduate,No,11500,0.0,155.0,180.0,1.0,Urban,Y
LP002141,Male,Yes,3+,Graduate,Yes,6417,189.0,210.0,180.0,1.0,Urban,Y
LP002537,Male,Yes,0,Graduate,Yes,10833,0.0,196.0,360.0,1.0,Semiurban,N
LP001195,Male,No,0,Graduate,Yes,3600,0.0,113.0,360.0,1.0,Urban,N
LP001716,Male,Yes,3+,Not Graduate,No,4735,0.0,73.0,360.0,,Semiurban,Y
LP002243,Male,Yes,0,Not Graduate,Yes,3010,1590.0,150.0,360.0,0.0,Rural,N
LP002840,Male,Yes,2,Not Graduate,Yes,4200,663.0,194.0,360.0,,Semiurban,Y
LP001732,Male,,,Graduate,Yes,3173,0.0,170.0,480.0,1.0,Semiurban,Y
LP001732,Male,Yes,2,Graduate,Yes,4009,1717.0,116.0,360.0,1.0,Urban,Y
LP001760,Male,Yes,0,Graduate,Yes,3250,3021.0,137.0,,0.0,Rural,N
LP002689,Male,Yes,2,Graduate,No,17500,0.0,400.0,360.0,1.0,Rural,Y
LP002113,Male,Yes,3+,Not Graduate,Yes,3173,0.0,74.0,360.0,1.0,Semiurban,Y
LP001157,Female,No,0,Graduate,Yes,4000,0.0,122.0,360.0,1.0,Rural,N
LP002928,Male,Yes,3+,Graduate,No,5266,0.0,100.0,360.0,1.0,Rural,N
LP002502,,Yes,0,Graduate,Yes,16692,0.0,110.0,360.0,0.0,Semiurban,N
LP001448,,No,0,Graduate,Yes,16692,0.0,320.0,360.0,0.0,Semiurban,N
LP001431,Female,No,0,Graduate,Yes,3692,8980.0,184.0,360.0,1.0,Rural,N
LP001692,Female,No,0,Graduate,Yes,10000,0.0,214.0,360.0,1.0,Semiurban,N
LP002180,Male,No,0,Graduate,Yes,5941,4232.0,324.0,480.0,1.0,Semiurban,N
LP002536,Male,Yes,0,Not Graduate,Yes,2600,536.0,66.0,360.0,1.0,Rural,N
LP002335,Male,Yes,2,Graduate,Yes,8300,0.0,187.0,360.0,1.0,Urban,Y
LP002287,Male,Yes,2,Not Graduate,Yes,2889,0.0,45.0,360.0,0.0,Rural,N
LP001882,Male,No,0,Graduate,Yes,2060,2209.0,150.0,360.0,1.0,Semiurban,Y
LP001882,Male,Yes,3+,Graduate,,4416,1250.0,110.0,360.0,1.0,Urban,Y
LP002941,Male,No,0,Graduate,Yes,3676,4301.0,132.0,360.0,1.0,Urban,N
LP002043,Male,Yes,1,Graduate,No,5746,1210.0,311.0,300.0,1.0,Rural,N
LP002115,Male,Yes,2,Not Graduate,Yes,3675,3136.0,144.0,360.0,1.0,Urban,Y
LP001859,Male,No,0,Graduate,Yes,3254,3053.0,161.0,360.0,1.0,Rural,Y
LP001259,Male,,,Graduate,Yes,3816,0.0,100.0,360.0,1.0,Urban,Y
LP001630,Male,Yes,1,Graduate,Yes,9538,0.0,136.0,360.0,1.0,Urban,Y
LP002534,Female,No,0,Not Graduate,No,7142,0.0,140.0,360.0,1.0,Rural,N
LP002916,Male,Yes,1,Graduate,Yes,18333,0.0,260.0,360.0,,Urban,Y
LP001529,Male,Yes,1,Graduate,Yes,1538,2250.0,125.0,360.0,1.0,Rural,Y
LP002912,Male,Yes,0,Graduate,Yes,2297,3150.0,160.0,180.0,1.0,Semiurban,Y
LP002447,Male,No,3+,Graduate,Yes,37719,0.0,600.0,180.0,0.0,Urban,N
LP001864,Male,No,0,Not Graduate,Yes,6045,0.0,141.0,360.0,0.0,Urban,N
LP001179,Female,No,0,Graduate,Yes,2645,0.0,120.0,360.0,1.0,Semiurban,Y
LP002527,,Yes,3+,Graduate,Yes,9357,0.0,185.0,360.0,0.0,Semiurban,Y
LP002945,Male,Yes,2,Not Graduate,Yes,4226,663.0,194.0,180.0,1.0,Urban,Y
LP001205,Male,Yes,1,Not Graduate,Yes,6608,1430.0,230.0,180.0,1.0,Rural,N
LP002453,Male,Yes,0,Graduate,Yes,2425,2340.0,136.0,360.0,1.0,Semiurban,Y
LP001186,Female,No,0,Graduate,Yes,7200,0.0,141.0,360.0,1.0,Urban,Y
LP002531,Male,Yes,3+,Graduate,Yes,4106,0.0,40.0,180.0,1.0,Semiurban,Y
LP001963,Male,Yes,1,Graduate,Yes,2014,0.0,75.0,300.0,0.0,Urban,Y
LP001784,Male,Yes,1,Graduate,No,7787,0.0,138.0,360.0,0.0,Urban,N
LP002161,Male,No,0,Graduate,No,6822,0.0,84.0,360.0,1.0,Semiurban,Y
LP002794,Male,Yes,1,Graduate,Yes,4583,3000.0,130.0,360.0,1.0,Urban,Y
LP001225,Female,No,0,Graduate,Yes,3086,2275.0,144.0,360.0,1.0,Urban,Y
LP002209,Female,Yes,0,Graduate,No,9323,0.0,187.0,360.0,0.0,Rural,N
LP002978,Female,No,0,Graduate,Yes,2900,0.0,100.0,360.0,1.0,Rural,Y
LP002648,Male,Yes,0,Graduate,Yes,1759,997.0,100.0,360.0,1.0,Urban,Y
LP001194,Male,No,0,Graduate,Yes,1800,1213.0,50.0,360.0,1.0,Urban,Y
LP002335,Female,No,0,Graduate,No,3463,0.0,111.0,360.0,1.0,Semiurban,Y
LP002560,Male,Yes,1,Graduate,No,16667,2250.0,150.0,360.0,1.0,Semiurban,Y
LP001715,Male,Yes,2,Not Graduate,No,4735,0.0,72.0,360.0,1.0,Rural,N
LP002964,Male,No,0,Graduate,,3182,2917.0,110.0,360.0,1.0,Rural,N
LP002543,Male,Yes,1,Graduate,Yes,1880,2232.0,125.0,360.0,1.0,Rural,Y
LP001493,Male,Yes,2,Graduate,Yes,5042,7750.0,279.0,180.0,0.0,Semiurban,Y
LP001570,Male,Yes,2,Graduate,,3750,0.0,108.0,360.0,1.0,Semiurban,Y
LP001253,Male,Yes,3+,Graduate,Yes,3036,2504.0,216.0,360.0,1.0,Rural,Y
LP002478,,Yes,0,Graduate,Yes,2473,2458.0,90.0,180.0,1.0,Semiurban,Y
LP001964,Male,Yes,1,Graduate,Yes,1625,0.0,75.0,300.0,1.0,Urban,N
LP002868,Male,Yes,0,Graduate,Yes,5923,4583.0,258.0,360.0,,Urban,Y
LP001136,Female,No,0,Graduate,Yes,3510,0.0,88.0,360.0,0.0,Semiurban,N
LP002855,Male,Yes,1,Graduate,Yes,3417,1750.0,134.0,360.0,1.0,Urban,Y
LP002332,Male,Yes,0,Graduate,Yes,1025,1719.0,96.0,360.0,1.0,Urban,Y
LP001250,Male,Yes,0,Graduate,Yes,5726,2569.0,311.0,360.0,1.0,Urban,Y
LP001814,Male,Yes,2,Not Graduate,Yes,4755,0.0,128.0,360.0,1.0,Semiurban,Y
LP001488,Male,Yes,2,Not Graduate,Yes,3675,2000.0,99.0,360.0,,Semiurban,Y
LP002693,Male,No,0,Graduate,Yes,4680,2087.0,,360.0,1.0,Semiurban,Y
LP002979,Male,Yes,3+,Not Graduate,Yes,3095,0.0,113.0,360.0,1.0,Rural,Y
LP001431,Male,Yes,,Graduate,Yes,5667,0.0,44.0,180.0,1.0,Rural,Y
LP001751,Male,No,0,Graduate,Yes,2237,2209.0,134.0,360.0,1.0,Urban,Y
LP001972,Male,Yes,0,Graduate,Yes,3704,2000.0,104.0,360.0,1.0,Urban,Y
LP002098,Male,No,0,Graduate,Yes,4917,0.0,130.0,360.0,1.0,Semiurban,Y
LP001003,Male,Yes,0,Graduate,Yes,2768,2458.0,160.0,360.0,1.0,Semiurban,Y
LP002347,Male,Yes,0,Graduate,,6256,0.0,128.0,360.0,,Urban,Y
LP002409,Female,Yes,0,Graduate,Yes,4333,1733.0,158.0,360.0,0.0,Semiurban,N
LP002473,Male,Yes,1,Graduate,Yes,3875,0.0,80.0,360.0,1.0,Urban,N
LP001854,Male,No,0,Not Graduate,Yes,3189,2531.0,55.0,360.0,1.0,Semiurban,Y
LP001120,Male,Yes,0,Graduate,Yes,1809,3066.0,131.0,360.0,1.0,Urban,Y
LP001639,Male,Yes,0,Graduate,Yes,9328,0.0,187.0,360.0,1.0,Urban,Y
LP002643,Male,Yes,2,Not Graduate,No,6383,0.0,138.0,360.0,1.0,Rural,Y
LP001643,Male,Yes,0,Not Graduate,Yes,1863,1769.0,100.0,360.0,1.0,Semiurban,Y
LP002453,Male,No,0,Graduate,Yes,3660,5064.0,176.0,360.0,1.0,Semiurban,Y
LP001068,Male,Yes,2,Graduate,Yes,3073,1526.0,186.0,360.0,1.0,Urban,Y
LP002961,Male,Yes,1,Graduate,Yes,3400,1750.0,186.0,300.0,1.0,Semiurban,Y
LP002031,Male,Yes,1,Graduate,No,10000,4983.0,376.0,300.0,1.0,Rural,N
LP002640,Male,Yes,3+,Graduate,No,5266,1774.0,187.0,360.0,1.0,Semiurban,Y
LP001131,Male,Yes,0,Not Graduate,Yes,2583,1983.0,116.0,360.0,1.0,Semiurban,Y
LP002964,Male,Yes,0,Graduate,No,9963,0.0,191.0,360.0,1.0,Rural,Y
LP002862,Male,Yes,3+,Graduate,Yes,4000,189.0,50.0,360.0,1.0,Urban,Y
LP001327,Female,No,1,Graduate,,2929,0.0,84.0,360.0,1.0,Urban,Y
LP001032,Male,Yes,2,Not Graduate,Yes,3601,2859.0,144.0,360.0,1.0,Urban,N
LP002201,Male,Yes,0,Graduate,Yes,4817,0.0,100.0,180.0,,Semiurban,Y
LP001868,Male,Yes,2,Graduate,Yes,6083,5000.0,138.0,360.0,1.0,Semiurban,Y
LP001768,Male,Yes,0,Graduate,Yes,2383,0.0,61.0,180.0,1.0,Semiurban,Y
LP001940,Male,Yes,0,Graduate,Yes,2383,2416.0,136.0,360.0,1.0,Semiurban,Y
LP001841,Female,Yes,1,Graduate,No,11500,3850.0,112.0,360.0,0.0,Semiurban,Y
LP001868,Male,Yes,2,Not Graduate,Yes,3357,0.0,108.0,360.0,1.0,Semiurban,Y
LP001391,Female,No,0,Graduate,Yes,2400,1625.0,104.0,360.0,1.0,Rural,Y
LP002101,Male,No,0,Graduate,Yes,2935,1851.0,132.0,360.0,1.0,Semiurban,Y
LP002917,Male,No,0,Graduate,Yes,2435,33837.0,103.0,480.0,1.0,Rural,N
LP001907,Male,No,1,Graduate,No,6400,0.0,175.0,360.0,1.0,Semiurban,N
LP002893,Male,No,0,Graduate,,2764,33837.0,103.0,360.0,1.0,Urban,N
LP001814,Male,Yes,3+,Graduate,Yes,3466,2504.0,216.0,360.0,1.0,Rural,Y
LP001327,Male,Yes,0,Graduate,Yes,1977,6666.0,216.0,360.0,,Rural,Y
LP002531,Male,Yes,3+,Graduate,Yes,4000,2083.0,148.0,360.0,1.0,Rural,Y
LP002319,Male,Yes,0,Not Graduate,Yes,2167,2400.0,111.0,360.0,0.0,Urban,N
LP002187,Male,Yes,0,Graduate,Yes,4817,923.0,120.0,180.0,1.0,Semiurban,Y
LP001744,Male,Yes,,Not Graduate,Yes,1863,2934.0,0.0,360.0,1.0,Semiurban,Y
LP001028,Male,No,0,Graduate,Yes,1853,2840.0,131.0,360.0,1.0,Rural,Y
LP001516,Male,Yes,1,Graduate,Yes,3988,0.0,50.0,240.0,1.0,Rural,N
LP002357,Male,Yes,1,Graduate,No,8666,1210.0,180.0,300.0,1.0,Rural,Y
LP002424,Male,Yes,0,Graduate,Yes,7333,8333.0,175.0,360.0,1.0,Urban,N
LP001562,Male,Yes,0,Graduate,Yes,9323,0.0,187.0,180.0,1.0,Urban,Y
LP001657,Male,Yes,0,Not Graduate,Yes,6033,0.0,218.0,360.0,1.0,Semiurban,Y
LP002348,Male,Yes,1,Graduate,Yes,8300,0.0,160.0,300.0,0.0,Semiurban,Y
LP002738,Male,No,0,Not Graduate,Yes,3833,2785.0,55.0,360.0,1.0,Semiurban,Y
LP001155,Male,Yes,3+,Not Graduate,Yes,3357,0.0,113.0,360.0,1.0,Rural,Y
LP001036,Female,No,0,Graduate,Yes,3510,0.0,93.0,360.0,0.0,Semiurban,N
LP001497,Male,No,0,Graduate,Yes,2014,1929.0,74.0,360.0,1.0,Semiurban,Y
LP002537,Male,Yes,0,Graduate,Yes,2083,1522.0,104.0,12.0,1.0,Urban,Y
LP002191,Male,Yes,0,Graduate,Yes,2499,2458.0,160.0,360.0,1.0,Semiurban,Y
LP001465,Male,Yes,1,Graduate,No,10513,0.0,160.0,360.0,0.0,Semiurban,Y
LP001032,Male,Yes,0,Not Graduate,Yes,2333,1742.0,102.0,360.0,1.0,Urban,Y
LP001206,Male,Yes,1,Graduate,Yes,10750,0.0,312.0,360.0,1.0,Urban,Y
LP001489,Male,No,0,Graduate,Yes,2718,0.0,,360.0,1.0,Semiurban,Y
LP002945,Male,Yes,1,Graduate,Yes,3333,913.0,102.0,360.0,1.0,Urban,Y
LP001843,Male,No,0,Not Graduate,Yes,6045,0.0,120.0,180.0,0.0,Rural,N
LP001528,Male,Yes,0,Graduate,No,16120,4750.0,120.0,360.0,1.0,Rural,Y
LP001073,Male,No,0,Not Graduate,Yes,1442,0.0,,360.0,1.0,Urban,N
LP001579,Male,Yes,0,Not Graduate,Yes,1863,2436.0,93.0,360.0,1.0,Semiurban,Y
LP002288,Male,Yes,2,Graduate,Yes,3276,1710.0,150.0,360.0,1.0,Urban,Y
LP002161,Female,Yes,1,Graduate,No,19484,0.0,600.0,360.0,1.0,Semiurban,Y
LP001448,,Yes,3+,Graduate,No,2873,1424.0,80.0,360.0,0.0,Urban,N
LP002697,Male,Yes,0,Graduate,Yes,3597,2157.0,135.0,360.0,1.0,Urban,Y
LP002615,Female,No,0,Graduate,Yes,2900,0.0,84.0,360.0,0.0,Semiurban,N
LP002928,Male,Yes,3+,Graduate,Yes,5516,189.0,175.0,360.0,1.0,Rural,Y
LP002776,Male,No,0,Graduate,Yes,4917,0.0,125.0,360.0,1.0,Rural,Y
LP002398,Male,No,0,Graduate,Yes,1926,0.0,75.0,360.0,1.0,Urban,Y
LP002643,Male,Yes,0,Not Graduate,Yes,3814,4114.0,152.0,360.0,,Urban,Y
LP001671,Male,Yes,0,Graduate,Yes,3707,0.0,76.0,180.0,1.0,Rural,Y
LP001516,Female,No,0,Graduate,Yes,3846,1666.0,109.0,360.0,0.0,Semiurban,N
LP002236,Male,Yes,0,Graduate,Yes,3246,0.0,71.0,360.0,1.0,Urban,Y
LP002082,Female,No,0,Graduate,,3182,0.0,116.0,360.0,1.0,Urban,Y
LP002272,Male,Yes,2,Not Graduate,Yes,2889,1500.0,190.0,180.0,0.0,Urban,N
LP002453,Male,No,,Graduate,Yes,3660,5064.0,176.0,360.0,1.0,Semiurban,Y
LP001720,Male,Yes,3+,Graduate,Yes,9504,0.0,187.0,180.0,1.0,Urban,Y
LP001585,Male,No,1,Graduate,No,5166,0.0,132.0,360.0,1.0,Urban,N
LP001073,Male,Yes,2,Graduate,Yes,4006,1526.0,168.0,360.0,1.0,Urban,Y
LP001732,Male,Yes,0,Graduate,Yes,7933,0.0,160.0,360.0,1.0,Rural,Y
LP002925,Female,Yes,2,Graduate,Yes,14866,0.0,496.0,360.0,,Urban,Y
LP002842,Male,Yes,0,Graduate,Yes,3166,3033.0,128.0,180.0,0.0,Urban,Y
LP002098,Female,No,3+,Graduate,,2764,0.0,0.0,360.0,1.0,Urban,Y
LP002547,Male,No,0,Not Graduate,Yes,6216,2785.0,210.0,360.0,1.0,Urban,Y
LP001692,Male,No,2,Graduate,,5000,0.0,136.0,360.0,0.0,Rural,N
LP002493,Female,No,0,Graduate,No,7451,0.0,140.0,360.0,,Semiurban,N
LP002106,Male,Yes,0,Graduate,,63337,0.0,700.0,360.0,1.0,Semiurban,Y
LP002301,Male,Yes,0,Graduate,,3539,2500.0,142.0,360.0,1.0,Urban,Y
